,null,A,B,C,dipole,polar,homo,lumo,gap,spatialSize
3849,3849,3.80068540573,1.0124437809,0.880119681358,2.87221598625,74.5351486206,-0.243992730975,-0.0030626335647,0.236066907644,1332.28723145
3850,3850,2.78890895844,1.33170676231,1.01809823513,2.43223977089,71.3938827515,-0.237844496965,0.0177304614335,0.246478319168,1095.80480957
3851,3851,3.38228344917,1.08453226089,1.0747948885,2.10274672508,82.2808685303,-0.23226134479,0.0233892481774,0.272871732712,1203.46264648
3852,3852,2.42130589485,1.30729293823,1.20079171658,2.29405927658,69.8921432495,-0.238314852118,0.00896057020873,0.271049678326,1148.18981934
3853,3853,2.7593164444,1.3994204998,1.18888819218,2.22328686714,70.6395568848,-0.243003323674,0.00837141554803,0.270921111107,1108.6809082
3854,3854,4.57840681076,1.29691195488,1.04712748528,2.23923754692,65.2532424927,-0.245528057218,0.0084206238389,0.251418948174,1096.08984375
3855,3855,2.5719628334,1.16733050346,1.01000249386,1.81279420853,85.0632400513,-0.239182293415,0.064386844635,0.305498927832,1282.96911621
3856,3856,2.94538211823,1.49204516411,1.21600615978,1.67988848686,82.54712677,-0.232196435332,0.0122659755871,0.262427210808,1091.5123291
3857,3857,3.15784621239,1.46681380272,1.159517169,2.32824802399,68.5440063477,-0.240210235119,-0.0334663242102,0.247809514403,1070.01098633
3858,3858,2.38098359108,1.60985541344,1.24660170078,1.6344383955,83.2637405396,-0.231131821871,0.029425913468,0.281166881323,1185.83325195
3859,3859,3.19447302818,1.37271046638,1.15020692348,3.8120701313,73.3898849487,-0.24925327301,0.00606279354542,0.281586527824,1033.6315918
3860,3860,3.17587161064,1.140234828,1.06677162647,2.02918815613,83.5642547607,-0.229581788182,0.0261600539088,0.273884475231,1194.39611816
3861,3861,3.0735065937,1.57534742355,1.27861011028,2.53368520737,66.5399551392,-0.241399168968,-0.0108083384112,0.255788385868,1065.45336914
3862,3862,2.60767483711,1.59854722023,1.37968409061,4.0763168335,74.394203186,-0.237859115005,0.0205452591181,0.263622671366,1194.39477539
3863,3863,2.49847698212,1.4903254509,1.12078487873,2.33761525154,74.0004959106,-0.236440226436,0.0106002818793,0.273417055607,1080.67431641
3864,3864,2.6058588028,1.02626895905,0.842446684837,2.41360640526,76.9112167358,-0.23828984797,0.00893607456237,0.268020510674,1290.36083984
3865,3865,4.13024520874,1.49752545357,1.20134031773,2.80013895035,69.8314208984,-0.237885043025,0.022630430758,0.251127868891,1109.71032715
3866,3866,2.5263979435,1.04555511475,0.975892305374,1.71356189251,82.2861709595,-0.240540400147,0.0649282038212,0.310197860003,1493.02990723
3867,3867,2.18342065811,1.17727339268,0.984064817429,1.89161038399,80.8786849976,-0.241849333048,0.0644861906767,0.320146352053,1504.26525879
3868,3868,2.4389770031,1.32785987854,1.05824768543,3.89974880219,77.2878494263,-0.234052017331,0.0209316965193,0.254513174295,1115.55908203
3869,3869,4.33122253418,1.17153763771,1.1173440218,2.63639378548,70.6255569458,-0.243233889341,0.00525424256921,0.239163354039,1035.56054688
3870,3870,3.07666277885,1.18936085701,0.931832194328,3.00901031494,78.5631408691,-0.231131821871,0.0179429072887,0.248619049788,1206.4152832
3871,3871,2.71707463264,1.47766399384,1.12111020088,3.08869361877,67.2336654663,-0.244445055723,-0.018847418949,0.226428210735,1098.00439453
3872,3872,2.551851511,1.68110942841,1.20864343643,3.25511264801,71.2563858032,-0.239944756031,0.0173554103822,0.263150811195,1084.39135742
3873,3873,3.34943509102,0.810180008411,0.852697730064,1.79259383678,77.085105896,-0.240879252553,0.0101180691272,0.27336871624,1258.27954102
3874,3874,3.75166130066,1.04500746727,1.10591220856,2.02326750755,72.5670928955,-0.246335670352,0.0730560347438,0.308252990246,1412.85473633
3875,3875,3.29417252541,1.00797200203,0.8332208395,1.92001676559,81.9372177124,-0.234928950667,0.0377951897681,0.282456189394,1170.94934082
3876,3876,3.2710018158,1.31574487686,1.08809709549,3.31986069679,75.2024459839,-0.233279898763,0.00524014700204,0.235327616334,1141.61657715
3877,3877,2.79034924507,1.21072721481,0.99590075016,3.36598825455,75.2213058472,-0.231514811516,0.0220294371247,0.268919587135,1166.25939941
3878,3878,3.68905043602,1.44005322456,1.06770253181,3.12087249756,67.1168441772,-0.249871611595,-0.0503731481731,0.197387129068,1047.46777344
3879,3879,3.76283621788,1.67211031914,1.30402326584,1.9881080389,68.8201599121,-0.241287335753,0.0605653226376,0.300588279963,1061.16503906
3880,3880,3.85288143158,1.66845083237,1.09028124809,3.56764340401,65.4440002441,-0.223833337426,-0.0174208581448,0.212495610118,1048.00476074
3881,3881,2.62902235985,1.34169888496,1.08122932911,1.70203614235,83.7960128784,-0.231131821871,0.0300535876304,0.283798962831,1105.90844727
3882,3882,3.83933448792,1.45395898819,1.06337690353,2.98387122154,78.157081604,-0.221861094236,0.00854407902807,0.238785475492,1004.65765381
3883,3883,3.56464123726,1.45564031601,1.13170850277,3.01754117012,63.0337982178,-0.253559976816,-0.0625068172812,0.190171450377,974.435546875
3884,3884,2.99297261238,0.850547194481,0.888409733772,2.21539878845,82.9813919067,-0.234486803412,0.043753169477,0.292386293411,1323.54907227
3885,3885,3.71772861481,1.61272168159,1.08320176601,3.35933709145,69.2572784424,-0.238288000226,-0.00873399246484,0.210877463222,1048.3157959
3886,3886,2.81757164001,1.44619250298,1.21106350422,2.43464851379,79.5276107788,-0.233058333397,0.00818611960858,0.234968319535,1104.88793945
3887,3887,3.38014817238,0.945550620556,0.770241379738,2.03983902931,75.2098770142,-0.242626935244,0.00296730478294,0.248249009252,1129.5949707
3888,3888,4.94680595398,1.48014473915,1.04261934757,3.3855779171,61.4439125061,-0.259844899178,-0.0816987529397,0.188009098172,929.649475098
3889,3889,2.70855593681,1.15502691269,0.966745615005,2.69803524017,74.5054397583,-0.240479022264,0.0247682090849,0.267039716244,1242.05493164
3890,3890,3.91568446159,1.39203858376,1.01739180088,3.67783951759,68.3792190552,-0.232566103339,-0.0338904857635,0.210215508938,1072.43164062
3891,3891,2.89261770248,1.28580188751,0.899000883102,1.8321659565,84.9696884155,-0.223331466317,0.0393261387944,0.293050229549,1187.78820801
3892,3892,4.49946641922,1.547914505,1.17270433903,3.79062414169,67.7864151001,-0.251923382282,-0.0285897254944,0.22492736578,1000.63140869
3893,3893,3.37358880043,1.30689644814,0.946783542633,2.83884882927,68.8851699829,-0.24385279417,-0.0335757546127,0.205717504025,1073.06103516
3894,3894,3.3281686306,1.03663396835,0.765897035599,3.90005707741,69.727645874,-0.247838929296,-0.012667411007,0.23766066134,1151.3494873
3895,3895,4.037358284,1.44590091705,1.05971252918,3.43469071388,66.2775878906,-0.223663270473,-0.0305295139551,0.205154836178,1067.94165039
3896,3896,2.83015990257,1.22546410561,1.04217123985,3.0324177742,81.0882568359,-0.232510060072,0.0327629297972,0.287235885859,1277.57006836
3897,3897,2.28482604027,1.8642385006,1.52882015705,2.97896099091,72.232208252,-0.239929556847,0.0271788798273,0.263341963291,1047.5090332
3898,3898,3.07049822807,1.10681867599,0.990011930466,3.22468876839,63.9005088806,-0.259080946445,-0.0209179222584,0.236399292946,1120.39013672
3899,3899,3.71957087517,1.36470866203,0.991362094879,3.30046629906,68.1677780151,-0.22860981524,-0.026480294764,0.198998942971,1134.82104492
3900,3900,3.48344683647,0.995749473572,0.913294792175,2.27292275429,78.0604476929,-0.231398761272,0.016974363476,0.241398781538,1218.11169434
3901,3901,2.70928144455,1.30965566635,1.05421543121,3.15569067001,73.716468811,-0.241134613752,-0.00418176595122,0.225547760725,1110.18322754
3902,3902,2.06357145309,2.15978384018,1.56313228607,0.785699367523,84.2884597778,-0.220541790128,0.076681189239,0.287213861942,1510.77807617
3903,3903,3.38548636436,1.03758239746,0.970539927483,2.77178668976,78.9753646851,-0.229121893644,0.0177418701351,0.227674081922,1184.41455078
3904,3904,3.01527619362,1.56684041023,1.24214148521,2.9595823288,67.5071487427,-0.252281159163,0.0056369593367,0.232146799564,1067.57226562
3905,3905,2.56287837029,1.72514605522,1.37296462059,3.7371442318,68.3448562622,-0.247921943665,-0.00834818091244,0.222610741854,1080.50256348
3906,3906,4.03388595581,1.62743973732,1.228120327,3.2327029705,70.1306228638,-0.21897366643,-0.0460725128651,0.190931349993,949.873718262
3907,3907,2.91820645332,1.25436258316,0.949467778206,3.48815608025,75.4086456299,-0.233186528087,0.0244043953717,0.261728554964,1204.00195312
3908,3908,2.94122934341,1.32559943199,1.02458572388,3.70802807808,74.3302536011,-0.23018245399,-0.0172833167017,0.224137544632,1060.25
3909,3909,3.73836255074,1.71170663834,1.52310585976,3.35936760902,66.3582229614,-0.244296476245,0.0135605158284,0.244276463985,1033.77453613
3910,3910,3.12087225914,1.47951173782,1.10662531853,3.25707793236,76.7348098755,-0.22427777946,0.0147411851212,0.249314710498,1020.18383789
3911,3911,3.20033812523,1.23233342171,1.0377291441,2.72334122658,78.5468978882,-0.221786603332,0.0210430435836,0.234067618847,1159.61865234
3912,3912,3.27850270271,1.36862206459,0.991019487381,3.28792691231,76.1606674194,-0.212780892849,0.00439789984375,0.217491313815,1127.36206055
3913,3913,2.60782384872,1.35064554214,1.25425183773,1.46397459507,85.8880996704,-0.245930358768,0.0587403327227,0.323622733355,1375.25744629
3914,3914,4.97925710678,1.40044260025,1.37034928799,3.04797101021,65.7826690674,-0.243846520782,-0.00108482758515,0.226381480694,1042.84692383
3915,3915,3.77071523666,1.51708960533,1.14098036289,3.16360425949,59.9513549805,-0.281531244516,-0.0740034878254,0.219188243151,928.428527832
3916,3916,3.8107483387,0.863925397396,0.767535209656,2.48804998398,75.9468078613,-0.243217989802,0.0333341769874,0.282078146935,1330.2019043
3917,3917,2.8615925312,1.23187375069,0.959108114243,2.76978778839,77.2908706665,-0.231131821871,0.0277197752148,0.255208671093,1212.0715332
3918,3918,2.3135676384,1.60585141182,1.28928971291,2.5122449398,73.9638137817,-0.239988237619,0.0195279400796,0.255765289068,1083.671875
3919,3919,2.90623259544,0.939453065395,0.835543870926,2.72754120827,85.0926437378,-0.231604397297,0.0315576940775,0.284489989281,1318.91162109
3920,3920,3.43770360947,1.08196592331,1.028247118,3.55072879791,75.6613540649,-0.232777491212,0.0265339910984,0.250796675682,1112.88342285
3921,3921,2.63647198677,1.54030704498,1.08690869808,1.89358472824,74.2723693848,-0.240310177207,0.0137521764264,0.284056842327,1129.26293945
3922,3922,2.76671981812,1.41737127304,1.21619963646,2.64002156258,79.3851394653,-0.232463985682,0.0127989565954,0.251793086529,1168.45288086
3923,3923,3.68990421295,1.34954667091,1.10558414459,2.58032512665,75.3368148804,-0.231136381626,-0.00548241846263,0.216088920832,1046.28637695
3924,3924,6.34080266953,1.75058698654,1.3327382803,3.86450386047,56.9609565735,-0.2576392591,-0.0384198725224,0.218230456114,992.658935547
3925,3925,3.00908064842,1.67717504501,1.40945720673,1.88999712467,79.7899627686,-0.232307955623,0.0134194241837,0.267537564039,1052.47399902
3926,3926,2.48376202583,1.67220640182,1.48514044285,2.40163397789,79.1239013672,-0.231131821871,0.0161540061235,0.258438766003,1163.37414551
3927,3927,3.58581781387,1.14088773727,0.824637770653,2.54755449295,72.7896575928,-0.245791643858,-0.0235748998821,0.217694818974,1051.66577148
3928,3928,4.34426259995,1.26482844353,1.32342207432,1.52328014374,75.0738754272,-0.252577513456,0.0463079437613,0.316276073456,1077.328125
3929,3929,3.16031813622,1.51374483109,1.17627584934,3.18745088577,74.0879440308,-0.233946144581,-0.000166012672707,0.22130587697,1125.5168457
3930,3930,2.23941302299,1.41461157799,1.12703430653,0.326303452253,89.7296524048,-0.249913662672,0.0662825107574,0.327061444521,1263.08789062
3931,3931,3.94441962242,1.84302783012,1.4815518856,3.13585543633,68.3989181519,-0.237173676491,-0.00239764223807,0.238066658378,1100.15246582
3932,3932,3.09586691856,1.12118494511,0.892817974091,2.21846723557,75.2890090942,-0.238324448466,-0.00554660800844,0.2543605268,1152.45458984
3933,3933,3.09685492516,1.29479384422,1.01148307323,2.19306159019,70.9516067505,-0.246032133698,-0.0296069644392,0.238737180829,1170.09631348
3934,3934,2.5378704071,1.01763963699,0.821976065636,2.46577334404,86.9844055176,-0.231131821871,0.0467795543373,0.276385784149,1632.79321289
3935,3935,3.29664897919,1.18662500381,1.11029005051,1.29431188107,84.9320755005,-0.222644180059,0.0216896571219,0.26454153657,1104.60375977
3936,3936,4.36187791824,1.20673394203,0.982184886932,3.2317135334,66.5619430542,-0.245272323489,-0.0146082052961,0.232278898358,1159.24316406
3937,3937,2.99205732346,1.26286792755,0.946896910667,2.36450457573,71.5940704346,-0.243379846215,0.010179665871,0.255629211664,1163.54516602
3938,3938,2.84368443489,1.4531519413,1.21369826794,2.0971903801,74.2147140503,-0.240277469158,0.0494714789093,0.287721455097,1130.20605469
3939,3939,1.90835905075,1.65309262276,1.41973316669,2.39449524879,75.0050430298,-0.236757069826,0.0142442313954,0.265862941742,1132.08190918
3940,3940,2.71671414375,1.63275146484,1.39140987396,1.72420907021,72.836769104,-0.241660505533,0.0841528698802,0.308282971382,1083.24902344
3941,3941,3.11147975922,0.936912357807,0.722802639008,1.70612561703,85.2015609741,-0.239403858781,0.0686593130231,0.316068947315,1309.32629395
3942,3942,4.18784666061,1.59383845329,1.1872947216,4.07625579834,72.4911117554,-0.233829841018,-0.0180513933301,0.210215508938,1021.47283936
3943,3943,2.54801821709,1.249360919,1.14721190929,2.37751507759,81.0684432983,-0.232935115695,0.0361193045974,0.289394319057,1267.19934082
3944,3944,2.51840519905,1.25208640099,1.08782100677,1.32444036007,86.9940032959,-0.240982025862,0.0702981948853,0.313575536013,1311.17553711
3945,3945,4.65590047836,1.44091916084,1.04263436794,3.28810238838,57.4439544678,-0.264569997787,-0.0496137998998,0.209668934345,993.880554199
3946,3946,3.64126896858,1.43471050262,1.03215134144,3.09912252426,71.9976272583,-0.245745167136,-0.00922621134669,0.223221212626,1057.65930176
3947,3947,2.73877930641,1.5445086956,1.32300782204,1.40784406662,82.9979019165,-0.231131821871,0.00168799352832,0.247804448009,1024.36035156
3948,3948,3.65215110779,1.38310337067,1.03881442547,3.31225705147,69.4242706299,-0.245559602976,-0.0414056926966,0.207497954369,1059.52294922
3949,3949,3.24361729622,1.43339896202,1.07417094707,3.75076794624,74.5984191895,-0.222885072231,0.000711958156899,0.217531308532,1130.30651855
3950,3950,4.03305578232,1.64117765427,0.9676425457,3.05575919151,61.4580802917,-0.281871974468,-0.0738169625401,0.185115128756,978.96685791
3951,3951,3.27627682686,1.18554568291,0.95728969574,3.15062975883,73.1163711548,-0.238455340266,0.00469139497727,0.229078650475,1156.53405762
3952,3952,2.73116803169,1.55947494507,1.29415857792,2.57748556137,75.1297531128,-0.236328661442,0.0265140961856,0.287815928459,1172.21655273
3953,3953,3.82817745209,0.840727388859,0.826147794724,1.44599354267,84.215675354,-0.236781612039,0.0477819517255,0.299141407013,1169.91210938
3954,3954,2.99517345428,1.67306637764,1.26302051544,1.16752648354,82.16431427,-0.224353894591,0.0325403958559,0.273033350706,1045.37683105
3955,3955,2.9420208931,1.53036665916,1.06752669811,3.5983672142,72.2566604614,-0.239017337561,-0.00494223739952,0.23742249608,1094.9284668
3956,3956,3.49264287949,0.869520962238,0.934109926224,1.75436985493,81.8545379639,-0.242313578725,0.0552294962108,0.29272326827,1173.77416992
3957,3957,5.17087554932,1.51166558266,1.23740172386,3.26758861542,62.2031211853,-0.264065176249,-0.0646226480603,0.206857830286,967.399597168
3958,3958,2.27810883522,2.16312050819,1.53037452698,-0.34160605073,84.9038314819,-0.21953471005,0.0221591275185,0.262167662382,1189.76855469
3959,3959,2.98556208611,1.38848733902,1.11960315704,3.00902199745,74.8601760864,-0.233773574233,0.00869227480143,0.227191835642,1125.2578125
3960,3960,2.30819368362,2.13143348694,1.35704445839,3.53930783272,70.1262435913,-0.233051985502,-0.0147899249569,0.253264307976,1090.22790527
3961,3961,3.50162672997,1.38319659233,1.0705126524,3.34214425087,68.0996017456,-0.235396295786,-0.016952721402,0.227181941271,1177.65991211
3962,3962,3.632822752,1.54365444183,1.32288110256,2.38812851906,70.7404174805,-0.235980063677,0.0348890684545,0.278443902731,1214.20581055
3963,3963,4.01069021225,1.25104951859,1.19291126728,2.44706463814,79.1290512085,-0.247374966741,0.0117560159415,0.24417245388,994.025085449
3964,3964,2.36699199677,1.6930782795,1.36745750904,4.45404434204,71.7259674072,-0.241212159395,0.0128378951922,0.260814577341,1138.53149414
3965,3965,2.71205949783,1.47518372536,1.1871099472,4.05201864243,70.6215438843,-0.24516916275,-0.0306845754385,0.217981293797,1069.8371582
3966,3966,3.45887494087,1.45445561409,1.15583837032,1.27546989918,78.5302505493,-0.225084081292,0.00418397132307,0.223658949137,1021.08630371
3967,3967,3.19100022316,1.63487768173,1.31587910652,1.85857760906,63.0044441223,-0.247489154339,-0.00867085065693,0.245380043983,1097.08654785
3968,3968,2.8058757782,0.947395026684,0.854381918907,3.14633345604,75.2055282593,-0.240670904517,0.0263077132404,0.260987401009,1317.81225586
3969,3969,3.11458587646,1.20845198631,0.919706702232,2.57742619514,79.242225647,-0.231131821871,0.0152130872011,0.252908289433,1166.73913574
3970,3970,3.52260088921,0.633140802383,0.645288228989,1.54072761536,88.7742233276,-0.244991824031,0.0740874931216,0.32884401083,1442.03198242
3971,3971,3.69823336601,1.40155935287,1.04015934467,3.28247976303,77.7264022827,-0.234036535025,0.00254374160431,0.229374557734,1026.61621094
3972,3972,4.08292007446,1.31434726715,1.07328486443,2.95285654068,69.6779022217,-0.238234937191,-0.0160641502589,0.212129250169,1065.82104492
3973,3973,4.31643390656,1.53574323654,1.08341050148,3.8602669239,61.4481697083,-0.233761668205,-0.0244600065053,0.202827766538,1033.53271484
3974,3974,2.94888544083,1.13479351997,0.90602004528,2.05823564529,75.6302719116,-0.239259630442,-0.000886339461431,0.242538034916,1116.24169922
3975,3975,2.80524659157,1.5443406105,1.22169959545,2.64594960213,81.5391921997,-0.22724147141,0.00811169948429,0.245223909616,1148.89111328
3976,3976,3.26247477531,1.6097779274,1.31654787064,3.36564302444,63.5803794861,-0.248696208,-0.00283513288014,0.247352302074,1060.64233398
3977,3977,3.15177083015,1.16151356697,1.2442561388,2.92319464684,69.2401046753,-0.247565150261,-0.0192826427519,0.216109484434,1031.92834473
3978,3978,2.62274336815,1.67256522179,1.26280808449,3.49800515175,71.2661437988,-0.240541651845,0.0179584044963,0.266657888889,1081.82995605
3979,3979,2.48566126823,1.49548149109,1.21322321892,3.40676856041,72.9098587036,-0.238375544548,0.0460527762771,0.284617125988,1186.73205566
3980,3980,5.59278345108,1.75553965569,1.15054857731,3.73220586777,60.542011261,-0.245809823275,-0.0406865179539,0.201548874378,965.384765625
3981,3981,3.08498358727,1.33206105232,1.22466218472,2.52034807205,70.000328064,-0.248507529497,0.00606122519821,0.212711021304,1058.5189209
3982,3982,2.69125699997,1.53483057022,1.17556524277,2.14555239677,77.6461029053,-0.231621801853,0.0132697662339,0.254564702511,1126.20593262
3983,3983,3.07114768028,1.37801194191,1.07064926624,2.69115352631,73.8346939087,-0.236264914274,0.00753398891538,0.233564883471,1127.51635742
3984,3984,4.61972951889,1.49719047546,1.31252467632,3.64200353622,61.6215019226,-0.250215619802,-0.028338778764,0.218717232347,1061.8026123
3985,3985,3.63841581345,1.73176145554,1.41963553429,1.89315605164,75.9787063599,-0.235302880406,0.0296430103481,0.281501740217,1156.8203125
3986,3986,4.81438779831,1.49585580826,1.22528553009,3.7630944252,71.9631118774,-0.241979539394,-0.0342985056341,0.210215508938,1010.96960449
3987,3987,3.79270029068,1.41786432266,1.30800771713,1.83687996864,74.1261672974,-0.234699606895,0.0266919378191,0.272428095341,1075.20385742
3988,3988,6.17318201065,1.45037102699,1.1010966301,3.14654135704,61.1239356995,-0.256955593824,-0.0240984931588,0.220232203603,1091.02062988
3989,3989,3.8795363903,1.46776556969,1.10371816158,3.11858034134,69.5770797729,-0.231224834919,-0.0244803205132,0.210215508938,1012.7232666
3990,3990,2.89730000496,1.30352830887,1.02012956142,2.98170304298,74.9588088989,-0.237920716405,0.00695726834238,0.245967566967,1177.76513672
3991,3991,2.75483202934,1.34407114983,1.15068614483,1.47663378716,84.063041687,-0.228988692164,0.0398485511541,0.289027452469,1232.20410156
3992,3992,3.07776069641,0.894788503647,0.867690324783,1.72913718224,79.6989746094,-0.243909031153,0.0672077089548,0.319241583347,1472.96704102
3993,3993,2.80051589012,1.56906628609,1.28023481369,2.26230812073,73.0992965698,-0.239008978009,0.0433371588588,0.271231561899,1144.88452148
3994,3994,2.88796210289,1.37605285645,1.11989438534,3.23786187172,71.2323532104,-0.244900852442,0.00831036455929,0.256812661886,1157.21777344
3995,3995,3.60936665535,1.52862715721,1.16629314423,3.1749856472,75.0106277466,-0.233261346817,-0.023073842749,0.210215508938,1034.24414062
3996,3996,3.60929226875,2.01944899559,1.54173219204,3.1113512516,58.6101493835,-0.250097930431,-0.0105988783762,0.234010055661,990.914489746
3997,3997,3.20099496841,1.41350913048,1.27698719501,1.57591462135,81.3432693481,-0.23536798358,0.0393009036779,0.279257416725,1060.22570801
3998,3998,2.85681414604,1.48610281944,1.07178902626,3.74104189873,71.1307296753,-0.236769035459,-0.000716474605724,0.234441712499,1156.25878906
3999,3999,3.21914172173,1.49292969704,0.983720541,3.15746688843,74.4994277954,-0.207236707211,0.00509402621537,0.214248269796,1153.94018555
4000,4000,2.83447957039,1.24271821976,0.929630637169,3.44816184044,69.9021987915,-0.242515906692,-0.00871499814093,0.231490537524,1205.33654785
4001,4001,3.65057444572,1.45690202713,1.25022041798,3.62746071815,73.1037139893,-0.255611002445,0.00695955846459,0.251748323441,1055.43725586
4002,4002,4.9400100708,1.37560558319,1.05158054829,2.99934124947,68.8273925781,-0.250086009502,0.0252034068108,0.261293828487,1178.68164062
4003,4003,2.54593276978,1.5716574192,1.34335446358,1.3370667696,83.5647201538,-0.231447353959,0.0312061719596,0.284872293472,1124.90893555
4004,4004,2.8853867054,1.52152705193,1.11565506458,3.71630334854,68.2805023193,-0.246332198381,-0.0298544578254,0.217061400414,1092.40551758
4005,4005,3.79050302505,1.35882949829,1.00426459312,2.8835644722,77.1357650757,-0.224239230156,-0.00231989542954,0.210215508938,1072.61071777
4006,4006,3.02693033218,1.35439276695,0.892970442772,3.46232533455,73.2605209351,-0.221205756068,-0.00694070849568,0.21516764164,1217.87756348
4007,4007,3.1526696682,1.37597203255,0.821266829967,2.77634811401,76.1378936768,-0.236427426338,0.0214630737901,0.251920133829,1222.05053711
4008,4008,3.13378453255,1.28071260452,1.03772556782,2.81067824364,70.0844345093,-0.245538145304,-0.0134105524048,0.224810063839,1108.42626953
4009,4009,2.8509106636,1.38345336914,1.0537353754,2.97055315971,69.3207321167,-0.234767273068,0.0166745781898,0.248397558928,1083.61584473
4010,4010,6.00794649124,1.48736715317,1.37976145744,3.08387351036,59.5514793396,-0.260701149702,-0.0253019295633,0.230542391539,1085.18518066
4011,4011,2.22323250771,1.17577695847,1.02687942982,0.0821695029736,94.1802597046,-0.248224109411,0.0616189986467,0.320507436991,1217.0
4012,4012,3.19026660919,1.30043244362,1.2229591608,3.09153604507,67.7535476685,-0.246164217591,-0.0271086208522,0.214227452874,1083.20581055
4013,4013,3.2165620327,1.30557060242,0.963848352432,2.95206046104,77.9733963013,-0.235055461526,0.0134164029732,0.239978507161,1196.61999512
4014,4014,3.56522965431,1.25741147995,1.29853630066,2.00752639771,70.7607498169,-0.241283223033,0.0414574593306,0.295159697533,1333.34887695
4015,4015,2.10344052315,1.35128712654,1.07321953773,0.124776095152,90.5202407837,-0.248479962349,0.0633915290236,0.326810240746,1234.75366211
4016,4016,2.77138924599,1.33275818825,1.16124784946,1.86125302315,79.5091629028,-0.231131821871,0.0103219877928,0.252191215754,1201.1105957
4017,4017,3.06401634216,1.40596461296,1.12054395676,3.70894312859,70.698638916,-0.245451062918,-0.0232719369233,0.222070932388,1098.73791504
4018,4018,3.14507293701,1.37044215202,0.971040129662,3.01700258255,68.0572280884,-0.2479685992,-0.0271637421101,0.220003634691,1104.8371582
4019,4019,2.91470503807,1.04921150208,0.748302698135,1.69670426846,85.7740402222,-0.230807796121,0.0532502830029,0.300342291594,1217.47351074
4020,4020,2.98051810265,1.52010965347,1.09268522263,3.43153691292,70.390296936,-0.247043550014,-0.00872153695673,0.234993487597,1129.60388184
4021,4021,4.33954620361,1.50232410431,1.30996596813,3.23298382759,67.7336502075,-0.244374483824,-0.000827929703519,0.225629970431,1078.85876465
4022,4022,3.03881525993,1.56352972984,1.29657411575,1.92412793636,65.3124389648,-0.233725935221,-0.00494311098009,0.266921401024,1089.54431152
4023,4023,3.06826281548,1.5513510704,1.20733976364,3.3439874649,72.8924331665,-0.23842073977,-0.0168183930218,0.223135352135,1042.68261719
4024,4024,2.95681905746,1.34551954269,0.906917691231,3.40602898598,68.750831604,-0.245358601213,-0.018890241161,0.210523962975,1147.30224609
4025,4025,3.48126721382,1.54727745056,1.35690426826,0.321485251188,84.1128921509,-0.219857767224,0.0219781752676,0.264269471169,1032.9543457
4026,4026,2.58289933205,1.16552329063,0.964820384979,0.424464195967,90.8994369507,-0.253276288509,0.0609834231436,0.323193371296,1288.45239258
4027,4027,3.33752298355,1.28966617584,1.0048892498,2.76233386993,78.0782699585,-0.236014857888,0.00939096696675,0.236485168338,1046.22851562
4028,4028,2.29392170906,1.67837548256,1.4511500597,2.23105406761,74.234413147,-0.240665361285,0.0338339246809,0.275029867887,1091.89123535
4029,4029,3.6329843998,1.5208132267,1.28427755833,2.87448978424,79.6010360718,-0.232103541493,0.0209425967187,0.26964533329,1178.62670898
4030,4030,3.63533806801,1.46688246727,1.03395807743,3.49899721146,72.1517486572,-0.213032409549,-0.0191539525986,0.210215508938,1030.66052246
4031,4031,4.41638708115,1.80362510681,1.57113647461,1.32974696159,70.3436355591,-0.246430456638,0.0438017845154,0.308657318354,1139.86376953
4032,4032,3.35974860191,1.2907333374,1.01123702526,2.91055583954,73.6554870605,-0.227805152535,0.00621187780052,0.219112306833,1186.87084961
4033,4033,3.08172273636,1.20782542229,0.981301188469,3.02046775818,79.8864822388,-0.23055498302,0.0210110135376,0.24949285388,1168.61340332
4034,4034,3.16543269157,1.45473384857,0.946165204048,2.89154529572,75.2657546997,-0.211862340569,0.00156440888532,0.214779958129,1125.9967041
4035,4035,3.09516644478,1.62174320221,1.2975127697,3.98559880257,70.8226089478,-0.242074251175,0.00159401283599,0.249135389924,1128.52026367
4036,4036,2.86759567261,1.3300204277,0.967052221298,3.00872516632,73.4735031128,-0.224730372429,-0.00270302803256,0.217538714409,1150.84716797
4037,4037,4.60281133652,1.38066768646,1.00915896893,3.25452852249,67.7473220825,-0.239056617022,-0.0267186835408,0.215516284108,1128.32470703
4038,4038,3.09858417511,1.5114839077,1.13599646091,3.25399231911,76.6865539551,-0.232458174229,0.00282944110222,0.239031106234,1031.5144043
4039,4039,3.32752418518,1.21817445755,1.01440417767,3.01798176765,75.9223937988,-0.231957793236,0.00255725090392,0.21805100143,1151.74804688
4040,4040,2.88782048225,1.31386709213,1.28386926651,1.54145431519,75.4266433716,-0.245045274496,0.0637584924698,0.322200834751,1306.91162109
4041,4041,2.9650592804,1.19302630424,0.936642169952,2.89714932442,78.3767852783,-0.222957998514,0.024067800492,0.235284551978,1129.9152832
4042,4042,4.32876062393,1.52449154854,1.09586811066,3.28695821762,63.8076515198,-0.250088244677,-0.0273540765047,0.209154546261,1093.22717285
4043,4043,2.95885753632,1.32521486282,1.07849776745,1.56841301918,82.328453064,-0.233947619796,0.0440955385566,0.288793802261,1095.21386719
4044,4044,3.57561421394,1.43674945831,0.922208189964,3.07850718498,62.8496170044,-0.263663947582,-0.0394323952496,0.207630738616,1051.16687012
