,null,zpe,U0,U,H,G,Cv
8545,8545,0.105592638254,-445.749786377,-445.917785645,-445.749938965,-446.016601562,28.3366355896
8546,8546,0.0953565165401,-467.046295166,-467.107025146,-469.244415283,-469.566131592,29.6805324554
8547,8547,0.136044070125,-451.250732422,-451.041931152,-453.031066895,-453.094940186,29.404964447
8548,8548,0.128182515502,-421.96081543,-421.680419922,-422.643554688,-422.505218506,30.0576972961
8549,8549,0.157696276903,-446.878540039,-447.058898926,-447.753051758,-447.648651123,33.3588485718
8550,8550,0.240191891789,-358.560089111,-360.140655518,-336.375366211,-335.793640137,42.3001327515
8551,8551,0.136661529541,-420.000305176,-420.187011719,-419.868804932,-419.842681885,28.2171955109
8552,8552,0.221798151731,-396.768188477,-396.587463379,-400.185302734,-399.719207764,40.0516548157
8553,8553,0.148282721639,-403.257446289,-402.763153076,-404.471740723,-404.030059814,31.6973953247
8554,8554,0.139291629195,-418.14630127,-417.585327148,-419.92880249,-419.713470459,30.2538013458
8555,8555,0.174433380365,-373.217559814,-372.490234375,-376.118835449,-375.531585693,31.9885177612
8556,8556,0.174959287047,-425.516723633,-425.142883301,-426.519256592,-426.17086792,35.5953025818
8557,8557,0.125791341066,-432.408508301,-431.990112305,-434.001861572,-433.950531006,29.5755786896
8558,8558,0.143572241068,-400.694030762,-400.328613281,-402.431518555,-402.048461914,29.3756122589
8559,8559,0.19543735683,-361.406921387,-360.961273193,-363.414794922,-362.841247559,30.9334869385
8560,8560,0.149591088295,-382.25390625,-381.652801514,-384.051055908,-383.528747559,29.8283061981
8561,8561,0.158683687449,-427.659820557,-427.710266113,-428.72088623,-428.396179199,29.861284256
8562,8562,0.118159815669,-427.884735107,-427.76461792,-428.285095215,-428.289520264,28.7581443787
8563,8563,0.116476565599,-413.473693848,-413.253295898,-413.664581299,-413.587799072,27.4002323151
8564,8564,0.159151792526,-438.207427979,-438.424194336,-438.958435059,-438.72668457,31.7708015442
8565,8565,0.123651742935,-422.633361816,-422.552001953,-422.971313477,-422.936584473,28.2745380402
8566,8566,0.158863350749,-374.061798096,-373.597076416,-376.513641357,-376.040039062,32.3240814209
8567,8567,0.129490032792,-437.887329102,-437.384399414,-439.516723633,-439.561248779,28.6627216339
8568,8568,0.185785531998,-442.303405762,-441.871002197,-443.937194824,-443.488739014,36.1672019958
8569,8569,0.143550053239,-423.792236328,-423.591308594,-424.364318848,-424.217376709,31.7914829254
8570,8570,0.157731860876,-383.103149414,-383.028564453,-385.069152832,-384.763214111,33.2972183228
8571,8571,0.130356878042,-432.430297852,-432.155883789,-433.406433105,-433.297363281,31.252363205
8572,8572,0.173075079918,-410.053985596,-409.759979248,-411.143310547,-410.671722412,33.9115562439
8573,8573,0.103146508336,-451.636352539,-451.652008057,-452.283843994,-452.42175293,28.7788982391
8574,8574,0.121484033763,-420.938446045,-420.814819336,-421.892089844,-421.879760742,26.2269649506
8575,8575,0.134485200047,-377.882659912,-377.359954834,-379.425109863,-379.16809082,28.032491684
8576,8576,0.178951382637,-447.941833496,-447.779998779,-450.180725098,-450.014038086,36.0840682983
8577,8577,0.138473153114,-437.447998047,-436.928039551,-438.832275391,-438.733337402,30.7910518646
8578,8578,0.188897132874,-360.964233398,-360.424133301,-363.390014648,-362.809326172,30.5478992462
8579,8579,0.182414919138,-392.08782959,-391.944152832,-393.571136475,-393.127105713,31.5877227783
8580,8580,0.103839725256,-435.39050293,-435.288085938,-435.828796387,-435.987457275,27.796918869
8581,8581,0.157852768898,-430.958221436,-430.915588379,-432.032165527,-431.695037842,32.7638511658
8582,8582,0.206760436296,-397.298828125,-396.391967773,-402.242523193,-401.589630127,40.0615997314
8583,8583,0.13517254591,-418.934753418,-418.500610352,-420.644348145,-420.517791748,30.2029209137
8584,8584,0.162967130542,-380.406982422,-380.038085938,-381.613647461,-381.16204834,32.2814064026
8585,8585,0.113385990262,-450.89666748,-450.541137695,-451.390625,-451.40423584,28.3512096405
8586,8586,0.147740751505,-397.70425415,-397.387451172,-398.872894287,-398.484649658,31.918390274
8587,8587,0.125365197659,-448.141601562,-448.15411377,-448.8387146,-448.887298584,30.1925907135
8588,8588,0.158416941762,-390.795257568,-390.331298828,-392.432495117,-391.889801025,31.7343158722
8589,8589,0.155389547348,-429.312713623,-429.42578125,-430.716888428,-430.522674561,30.5745716095
8590,8590,0.148956134915,-435.110656738,-435.08102417,-436.804779053,-436.64730835,32.0211639404
8591,8591,0.093730032444,-423.36517334,-423.100219727,-423.706512451,-423.915130615,26.3436069489
8592,8592,0.157307207584,-451.331726074,-451.233459473,-452.809204102,-452.749725342,31.7151260376
8593,8593,0.161507993937,-417.398162842,-416.976257324,-418.859313965,-418.428588867,33.3149909973
8594,8594,0.154490098357,-442.767700195,-442.814727783,-443.812072754,-443.730163574,34.4782104492
8595,8595,0.124151177704,-428.016174316,-427.794769287,-429.436645508,-429.355438232,28.5129680634
8596,8596,0.137096822262,-439.898193359,-439.699798584,-440.125244141,-440.024993896,29.0169124603
8597,8597,0.137214958668,-428.26348877,-427.859771729,-428.987091064,-428.798980713,33.9534378052
8598,8598,0.0995342135429,-437.368591309,-437.45501709,-437.916320801,-437.983673096,27.4268455505
8599,8599,0.137546896935,-417.304138184,-416.848144531,-419.424133301,-419.194976807,31.2435531616
8600,8600,0.151900276542,-403.589202881,-403.057617188,-405.375823975,-404.93258667,32.7254180908
8601,8601,0.170065283775,-432.328704834,-431.944396973,-433.615325928,-433.223419189,35.5059356689
8602,8602,0.141578808427,-429.924926758,-429.710693359,-430.379425049,-430.300323486,27.9878120422
8603,8603,0.0992303043604,-424.166992188,-424.072509766,-424.463623047,-424.462860107,27.4336414337
8604,8604,0.14541977644,-403.734588623,-403.531188965,-404.905609131,-404.586151123,30.8609867096
8605,8605,0.16254504025,-371.893920898,-371.693786621,-375.230895996,-374.845428467,27.5603618622
8606,8606,0.184238836169,-373.481384277,-373.239990234,-375.927307129,-375.426605225,32.72290802
8607,8607,0.162825450301,-419.955230713,-419.538574219,-421.207275391,-420.822631836,31.3805198669
8608,8608,0.183606937528,-380.109924316,-380.025085449,-381.302398682,-380.824493408,33.6049423218
8609,8609,0.0845097228885,-414.192565918,-413.9637146,-414.920043945,-415.109649658,24.5389232635
8610,8610,0.183463007212,-426.440856934,-426.225311279,-428.077636719,-427.611968994,33.8549461365
8611,8611,0.181070894003,-388.179870605,-388.128631592,-389.660766602,-389.251556396,34.59740448
8612,8612,0.127820283175,-384.404541016,-383.911407471,-385.901031494,-385.656524658,29.403093338
8613,8613,0.147444427013,-420.672241211,-420.367919922,-421.809387207,-421.56161499,30.375497818
8614,8614,0.115861415863,-455.823120117,-455.546264648,-456.801818848,-456.867156982,30.1620121002
8615,8615,0.201250225306,-432.862060547,-432.452331543,-436.838104248,-436.583953857,38.12733078
8616,8616,0.192675292492,-396.301544189,-395.998291016,-398.300109863,-397.728485107,37.0389709473
8617,8617,0.126516133547,-422.557617188,-422.248535156,-423.796630859,-423.675872803,29.7335300446
8618,8618,0.119120776653,-412.920135498,-412.565612793,-414.709716797,-414.659393311,27.4221172333
8619,8619,0.172874927521,-396.998779297,-396.483886719,-399.12298584,-398.67098999,32.9351501465
8620,8620,0.14915817976,-378.37310791,-377.822570801,-380.579071045,-380.123382568,29.7528896332
8621,8621,0.192114546895,-395.932434082,-395.549194336,-397.641693115,-397.158294678,36.4733657837
8622,8622,0.152598828077,-406.772033691,-406.250366211,-408.71282959,-408.280731201,29.2875480652
8623,8623,0.15615350008,-381.867004395,-381.285644531,-384.019714355,-383.547515869,30.8978633881
8624,8624,0.0987732559443,-401.735870361,-401.670288086,-401.864349365,-401.999176025,25.6737232208
8625,8625,0.182808548212,-359.935974121,-359.626159668,-361.32623291,-360.753875732,30.9710216522
8626,8626,0.201896727085,-428.667388916,-428.510925293,-431.507659912,-431.267425537,38.4710617065
8627,8627,0.113968536258,-447.089752197,-446.768035889,-448.13873291,-448.279785156,28.1210021973
8628,8628,0.19996535778,-426.049102783,-426.01272583,-428.9793396,-428.642303467,40.3361206055
8629,8629,0.137925371528,-446.025512695,-445.40838623,-447.389190674,-447.229644775,31.2126903534
8630,8630,0.137194439769,-426.416503906,-426.112792969,-427.282562256,-427.143066406,30.6655902863
8631,8631,0.190815135837,-396.237548828,-395.837402344,-398.031066895,-397.509124756,38.1027145386
8632,8632,0.129417136312,-399.713745117,-399.429931641,-400.799377441,-400.526672363,29.7864608765
8633,8633,0.156789064407,-426.963531494,-426.940185547,-428.470611572,-428.095306396,34.0739936829
8634,8634,0.155769407749,-369.932067871,-369.112365723,-372.672698975,-372.320770264,28.3791637421
8635,8635,0.106686703861,-440.241638184,-439.552520752,-442.129760742,-442.29095459,28.5656051636
8636,8636,0.184657633305,-364.991790771,-364.531433105,-368.040893555,-367.343078613,28.772649765
8637,8637,0.130123719573,-391.525390625,-390.971221924,-392.770080566,-392.555236816,29.0525035858
8638,8638,0.133135020733,-440.962219238,-440.800720215,-441.862579346,-441.789306641,30.7977104187
8639,8639,0.126189216971,-448.047515869,-447.374725342,-449.952026367,-449.920013428,29.4556522369
8640,8640,0.198960632086,-422.517211914,-421.99407959,-426.169006348,-425.868743896,39.0005149841
8641,8641,0.150942519307,-384.684417725,-383.994873047,-387.098449707,-386.678894043,31.8502407074
8642,8642,0.162404090166,-384.677246094,-384.60748291,-386.905944824,-386.45425415,27.6349220276
8643,8643,0.16742682457,-433.242675781,-432.836456299,-434.33013916,-433.967529297,35.294216156
8644,8644,0.139699831605,-414.693817139,-414.209106445,-416.935333252,-416.62979126,31.5252017975
8645,8645,0.157998874784,-399.101501465,-399.104980469,-400.967498779,-400.66885376,34.1574935913
8646,8646,0.199839487672,-369.054077148,-368.991088867,-370.391723633,-369.945892334,36.121307373
8647,8647,0.154809847474,-397.071502686,-396.770050049,-398.724945068,-398.275634766,32.5422515869
8648,8648,0.139702364802,-437.987304688,-437.784606934,-438.533874512,-438.387939453,27.1181583405
8649,8649,0.181940481067,-380.482116699,-380.299255371,-381.634338379,-381.208953857,32.0752067566
8650,8650,0.0996797010303,-417.576171875,-417.710510254,-417.900817871,-418.04989624,25.8835582733
8651,8651,0.148873046041,-433.42565918,-433.128112793,-435.068634033,-434.921600342,31.3681945801
8652,8652,0.105985343456,-445.094787598,-445.056793213,-446.578338623,-446.630706787,28.8286571503
8653,8653,0.170560657978,-391.380523682,-391.149414062,-392.778625488,-392.347045898,33.8696746826
8654,8654,0.121411412954,-427.449249268,-427.520202637,-427.503662109,-427.600738525,26.3408336639
8655,8655,0.150062322617,-411.221374512,-410.739624023,-413.551177979,-413.169250488,31.5557365417
8656,8656,0.0834012925625,-422.132873535,-422.20098877,-421.643829346,-421.905792236,25.1810073853
8657,8657,0.156657576561,-421.092102051,-421.075805664,-422.854370117,-422.622711182,30.1953773499
8658,8658,0.128517329693,-434.150299072,-433.649688721,-435.72543335,-435.730804443,29.0239086151
8659,8659,0.187242180109,-446.50012207,-446.010162354,-448.399963379,-448.053314209,36.4942703247
8660,8660,0.139011859894,-384.702880859,-384.336547852,-385.427978516,-385.065063477,28.567029953
8661,8661,0.220945328474,-389.211303711,-389.008148193,-392.833648682,-392.545074463,39.3438072205
8662,8662,0.197355508804,-381.255126953,-381.096435547,-383.31427002,-382.856536865,34.9754066467
8663,8663,0.0965164601803,-445.034851074,-445.375732422,-443.711395264,-443.845001221,27.9964141846
8664,8664,0.158658191562,-435.708740234,-435.613769531,-437.138549805,-436.864044189,30.0374546051
8665,8665,0.15155275166,-374.614898682,-374.149658203,-378.059509277,-377.828674316,29.4305019379
8666,8666,0.132209330797,-414.499938965,-414.077423096,-416.672515869,-416.618286133,27.2149066925
8667,8667,0.16103720665,-431.182434082,-431.233459473,-432.120727539,-431.83795166,33.1666183472
8668,8668,0.138070642948,-428.758178711,-428.490264893,-429.540313721,-429.535858154,27.9740200043
8669,8669,0.136598005891,-457.48248291,-457.576324463,-458.795288086,-458.833404541,31.1378898621
8670,8670,0.168819755316,-423.437194824,-422.970458984,-424.746002197,-424.386016846,34.2818756104
8671,8671,0.171410560608,-435.659606934,-435.415222168,-436.837890625,-436.533691406,35.1454849243
8672,8672,0.096803702414,-443.47076416,-443.58782959,-442.334960938,-442.616668701,28.508441925
8673,8673,0.127286627889,-437.116760254,-437.068267822,-437.528564453,-437.548522949,30.1409473419
8674,8674,0.203861266375,-379.751312256,-379.829742432,-380.757537842,-380.334991455,34.7384719849
8675,8675,0.103646561503,-430.858703613,-430.993530273,-431.02532959,-431.161834717,27.36186409
8676,8676,0.125140726566,-432.714538574,-432.684692383,-433.090209961,-433.110809326,28.8965053558
8677,8677,0.0898754522204,-436.192382812,-436.493713379,-435.45501709,-435.720062256,26.3049812317
8678,8678,0.0964626222849,-445.096069336,-445.189453125,-444.20300293,-444.39944458,27.9806041718
8679,8679,0.13971285522,-446.779632568,-446.473144531,-447.71472168,-447.595275879,30.0128517151
8680,8680,0.151718333364,-393.692321777,-393.22479248,-395.648529053,-395.134155273,29.1699390411
8681,8681,0.132438004017,-437.871673584,-437.724609375,-438.08380127,-437.9609375,30.7022838593
8682,8682,0.123732589185,-424.761749268,-424.449584961,-425.986083984,-425.992736816,30.0730876923
8683,8683,0.122965082526,-431.82321167,-431.592315674,-432.978668213,-432.879058838,30.3937320709
8684,8684,0.138938814402,-429.760559082,-429.5262146,-430.185241699,-430.082275391,31.2684688568
8685,8685,0.159086674452,-371.845703125,-371.970275879,-373.644195557,-373.324188232,32.1970977783
8686,8686,0.139427870512,-429.684112549,-429.410308838,-430.335876465,-430.138458252,28.848285675
8687,8687,0.158020064235,-457.489440918,-457.660217285,-457.950683594,-457.885192871,34.1952095032
8688,8688,0.126831263304,-413.288879395,-412.807098389,-413.920898438,-413.762817383,30.0843868256
8689,8689,0.13495054841,-399.164489746,-398.83001709,-400.060455322,-399.940124512,32.0049209595
8690,8690,0.122393608093,-433.369995117,-433.391296387,-433.712493896,-433.805267334,27.9967250824
8691,8691,0.103849291801,-435.626525879,-435.471862793,-436.401977539,-436.477203369,29.4182853699
8692,8692,0.170011162758,-427.916870117,-427.252441406,-429.572235107,-429.190155029,35.3149871826
8693,8693,0.116793997586,-418.286254883,-418.052185059,-419.328033447,-419.287231445,28.0128078461
8694,8694,0.19642713666,-384.388183594,-384.004272461,-386.499755859,-385.944732666,37.3231735229
8695,8695,0.200046658516,-380.100463867,-379.830505371,-382.44909668,-382.102355957,36.5631942749
8696,8696,0.161935806274,-429.577545166,-429.254333496,-430.326843262,-429.944671631,35.2001495361
8697,8697,0.130443051457,-432.846313477,-432.448120117,-434.128540039,-434.051025391,30.6510066986
8698,8698,0.17927646637,-407.32510376,-406.691192627,-409.67767334,-409.103240967,37.1353378296
8699,8699,0.161794796586,-378.218933105,-378.363006592,-379.944000244,-379.560638428,31.4313182831
8700,8700,0.194581225514,-366.052154541,-365.598297119,-369.691772461,-369.234649658,34.4033317566
8701,8701,0.148283749819,-393.772155762,-393.188781738,-396.274841309,-395.882781982,30.5983257294
8702,8702,0.160197108984,-429.42388916,-429.176513672,-431.205596924,-430.831268311,32.3922157288
8703,8703,0.235875889659,-369.230773926,-375.234344482,-351.507995605,-350.986022949,43.4455413818
8704,8704,0.162343323231,-371.949432373,-371.988983154,-374.361816406,-374.00579834,28.9264087677
8705,8705,0.15632763505,-435.249145508,-435.514526367,-435.743164062,-435.369873047,34.4617347717
8706,8706,0.151041701436,-434.69152832,-434.327758789,-436.111602783,-435.789031982,33.1100769043
8707,8707,0.164166137576,-381.604919434,-381.614440918,-384.083892822,-383.668487549,28.4053974152
8708,8708,0.166877299547,-386.797424316,-386.12689209,-389.10534668,-388.717712402,32.3251914978
8709,8709,0.177496880293,-421.782409668,-421.580078125,-423.229614258,-422.866699219,36.6653442383
8710,8710,0.140060305595,-414.607879639,-414.108978271,-416.739746094,-416.492340088,29.5000133514
8711,8711,0.12733514607,-443.604125977,-443.171478271,-445.132354736,-445.119903564,29.5850811005
8712,8712,0.222407758236,-350.043334961,-348.875976562,-354.787231445,-354.169464111,36.2659225464
8713,8713,0.13660787046,-430.050476074,-429.825683594,-430.53024292,-430.432495117,31.3689193726
8714,8714,0.172561615705,-430.795227051,-430.503692627,-432.028137207,-431.68081665,34.2199859619
8715,8715,0.16220150888,-414.7890625,-414.516571045,-416.480010986,-416.129119873,31.542760849
8716,8716,0.136567622423,-455.305419922,-455.259033203,-456.690856934,-456.665496826,30.223361969
8717,8717,0.164956197143,-349.130737305,-348.883331299,-352.053039551,-351.616088867,28.6924571991
8718,8718,0.159207507968,-399.97277832,-399.717102051,-401.554290771,-401.094268799,32.565322876
8719,8719,0.147453859448,-440.942565918,-440.772399902,-442.671691895,-442.551849365,32.5347518921
8720,8720,0.0978970751166,-425.138031006,-425.208953857,-424.914794922,-425.071746826,28.0428848267
8721,8721,0.159435421228,-393.713989258,-393.392944336,-395.186401367,-394.882476807,34.1175346375
8722,8722,0.116593107581,-452.212615967,-451.942932129,-452.942626953,-452.968292236,29.8546352386
8723,8723,0.116994142532,-406.43347168,-406.380737305,-406.945007324,-407.009124756,27.9701633453
8724,8724,0.08654166013,-415.847290039,-416.151092529,-415.839111328,-416.027496338,26.4192504883
8725,8725,0.136239171028,-423.979370117,-423.436523438,-426.138671875,-425.877227783,32.2425117493
8726,8726,0.122116573155,-408.511657715,-408.156921387,-409.271057129,-409.14553833,29.0977191925
8727,8727,0.136052802205,-457.857086182,-457.717498779,-459.668823242,-459.669616699,29.3673667908
8728,8728,0.132946938276,-442.391601562,-441.977966309,-443.905303955,-443.834686279,29.2447834015
8729,8729,0.161705419421,-372.422515869,-372.374145508,-374.831970215,-374.325012207,31.5799694061
8730,8730,0.127599820495,-440.902069092,-440.285766602,-442.504577637,-442.474761963,29.2412986755
8731,8731,0.155978828669,-394.547210693,-394.414367676,-395.89453125,-395.541473389,32.2957572937
8732,8732,0.137302055955,-417.478240967,-417.111297607,-419.35333252,-419.125030518,30.8611621857
8733,8733,0.105806961656,-421.30682373,-421.2734375,-422.257019043,-422.302093506,28.1175899506
8734,8734,0.137630879879,-421.735809326,-421.763336182,-421.978881836,-421.79989624,29.6381855011
8735,8735,0.129695609212,-439.570617676,-439.105224609,-441.063781738,-440.99710083,28.9868831635
8736,8736,0.174080684781,-385.84362793,-385.411132812,-388.222076416,-387.884521484,32.0735282898
8737,8737,0.120187729597,-415.740783691,-415.466552734,-416.9972229,-417.027862549,28.6645240784
8738,8738,0.132953152061,-441.902496338,-441.492553711,-443.023742676,-443.001251221,31.2102661133
8739,8739,0.119166478515,-394.971954346,-394.344451904,-396.623046875,-396.533538818,28.0579605103
8740,8740,0.16427385807,-378.208740234,-378.063781738,-380.565368652,-380.211639404,30.4060306549
8741,8741,0.1829303056,-380.035705566,-379.827148438,-381.307189941,-380.834991455,32.6564178467
8742,8742,0.167293131351,-370.73260498,-369.871795654,-372.989379883,-372.519195557,33.6637954712
8743,8743,0.114953517914,-389.980163574,-389.629150391,-391.914642334,-391.858581543,27.2917556763
8744,8744,0.12518902123,-440.492370605,-440.611175537,-441.220733643,-441.244476318,31.1027069092
8745,8745,0.157033920288,-398.320983887,-397.875518799,-400.246734619,-399.895172119,31.1346378326
8746,8746,0.148283272982,-422.056610107,-421.888427734,-422.879333496,-422.609222412,29.6278591156
8747,8747,0.0902561098337,-415.911651611,-416.146759033,-415.882019043,-416.051269531,25.3972187042
8748,8748,0.144571855664,-391.348144531,-391.228210449,-392.781738281,-392.568878174,30.0286960602
8749,8749,0.172712415457,-425.188781738,-424.805786133,-426.384857178,-425.99710083,35.2047462463
8750,8750,0.131082728505,-442.345092773,-442.005249023,-443.45425415,-443.417022705,30.7723064423
8751,8751,0.135371670127,-446.04309082,-446.038574219,-447.286407471,-447.261230469,31.1023902893
8752,8752,0.156554788351,-424.922058105,-424.968048096,-425.961181641,-425.671325684,32.3419189453
8753,8753,0.0999825745821,-427.355926514,-427.252410889,-428.027587891,-428.138244629,26.64985466
8754,8754,0.12201526016,-435.058349609,-434.759613037,-436.21307373,-436.212371826,28.8730068207
8755,8755,0.15787166357,-435.507568359,-435.717590332,-436.437255859,-436.304016113,33.914691925
8756,8756,0.145261466503,-399.686462402,-399.647827148,-400.550598145,-400.272491455,29.5118274689
8757,8757,0.173231169581,-382.533233643,-382.097412109,-384.531311035,-383.996856689,33.2144775391
8758,8758,0.195571601391,-358.526397705,-358.257781982,-360.90045166,-360.458465576,37.3587875366
8759,8759,0.170939773321,-426.077270508,-425.863464355,-426.865112305,-426.504119873,36.9211273193
8760,8760,0.104182682931,-416.460296631,-416.18939209,-417.65133667,-417.676116943,26.4196453094
8761,8761,0.147409155965,-420.869873047,-420.764526367,-421.623352051,-421.425354004,32.3345031738
8762,8762,0.181152164936,-424.519989014,-424.453979492,-425.872894287,-425.416656494,34.8847084045
8763,8763,0.134253069758,-382.360565186,-381.616119385,-383.73046875,-383.437957764,29.8955974579
8764,8764,0.153961211443,-451.578216553,-451.811462402,-452.813049316,-452.650939941,34.5298919678
8765,8765,0.143735826015,-397.518249512,-397.330108643,-398.175170898,-397.918914795,30.9534339905
8766,8766,0.139360815287,-449.02935791,-448.452148438,-450.622802734,-450.526580811,32.052482605
8767,8767,0.185252994299,-386.330566406,-386.248077393,-387.378051758,-386.882965088,33.0337867737
8768,8768,0.15810406208,-424.491882324,-424.6015625,-425.633331299,-425.418609619,31.7738208771
8769,8769,0.157347679138,-432.493041992,-432.508239746,-433.026855469,-432.701934814,34.5118408203
8770,8770,0.175577700138,-399.789123535,-399.58581543,-401.153503418,-400.73348999,34.2902374268
8771,8771,0.113829240203,-397.915771484,-397.823699951,-398.096588135,-398.068481445,28.8415927887
8772,8772,0.146490946412,-413.094787598,-413.013763428,-413.825683594,-413.602783203,31.2718009949
8773,8773,0.149004027247,-432.545562744,-432.55557251,-432.525939941,-432.224884033,30.900220871
8774,8774,0.160212233663,-384.403076172,-384.480926514,-386.585876465,-386.228851318,31.7719306946
8775,8775,0.142029047012,-429.315765381,-429.319580078,-431.920532227,-431.839508057,33.4257507324
8776,8776,0.137397810817,-453.456787109,-453.536315918,-455.023010254,-455.072296143,29.450843811
8777,8777,0.0984152704477,-412.171875,-411.998138428,-412.251922607,-412.323791504,27.2892856598
8778,8778,0.128355532885,-432.868011475,-432.292907715,-434.592681885,-434.638977051,28.6335391998
8779,8779,0.203174382448,-385.833343506,-385.609863281,-388.165496826,-387.708282471,34.3773803711
8780,8780,0.111270576715,-442.916992188,-442.629730225,-443.661621094,-443.628448486,29.0697650909
8781,8781,0.121296569705,-460.708435059,-460.491607666,-461.896118164,-461.90725708,30.5161533356
8782,8782,0.14868439734,-416.014678955,-415.602233887,-417.502593994,-417.147979736,30.91888237
8783,8783,0.136456936598,-412.989196777,-412.582641602,-414.989868164,-414.7293396,29.9806346893
8784,8784,0.137764826417,-434.001556396,-433.732971191,-434.515197754,-434.481231689,31.1793079376
8785,8785,0.147373318672,-417.552429199,-417.377746582,-418.319671631,-418.033721924,31.2327709198
8786,8786,0.126076549292,-407.86920166,-407.736328125,-408.692687988,-408.587982178,29.09557724
8787,8787,0.1586060673,-436.083831787,-436.108642578,-436.887817383,-436.653289795,30.8368091583
8788,8788,0.106649823487,-413.509887695,-413.26550293,-414.191833496,-414.260253906,26.9225711823
8789,8789,0.171328023076,-396.68258667,-396.173217773,-398.660247803,-398.271575928,33.1358566284
8790,8790,0.136796057224,-454.27355957,-454.164337158,-455.969329834,-455.996948242,28.2931957245
8791,8791,0.127901881933,-433.011077881,-432.501251221,-434.698181152,-434.638946533,29.3288421631
8792,8792,0.179703786969,-423.148986816,-423.009399414,-424.503295898,-424.045257568,35.703578949
8793,8793,0.0492076799273,-383.51751709,-383.586761475,-382.864257812,-383.226745605,22.3371562958
8794,8794,0.174066931009,-390.780151367,-390.175445557,-392.810241699,-392.314605713,33.2289123535
8795,8795,0.129002049565,-453.956695557,-454.007446289,-454.780944824,-454.918518066,30.1295413971
8796,8796,0.15619532764,-419.44909668,-419.441467285,-420.835693359,-420.51473999,31.9432239532
8797,8797,0.140243083239,-403.40222168,-402.795135498,-404.866912842,-404.719329834,31.1078357697
8798,8798,0.159941732883,-379.459075928,-379.400665283,-381.635894775,-381.270599365,31.5172748566
8799,8799,0.123835347593,-397.169250488,-396.771087646,-399.042480469,-398.756530762,28.7178344727
8800,8800,0.104741930962,-424.645263672,-424.513122559,-426.013977051,-426.151672363,28.1316223145
8801,8801,0.175155520439,-385.118041992,-384.601379395,-387.353912354,-386.893585205,31.4100589752
8802,8802,0.116463854909,-404.947753906,-404.752288818,-405.572692871,-405.500915527,29.1722831726
8803,8803,0.125343367457,-399.869812012,-399.445465088,-400.514099121,-400.258483887,29.8128910065
8804,8804,0.158966869116,-413.547210693,-413.463531494,-415.012542725,-414.800567627,34.438041687
8805,8805,0.157198965549,-426.787628174,-426.73815918,-428.375183105,-428.063995361,31.1112003326
8806,8806,0.14952558279,-381.042755127,-380.59854126,-382.610595703,-382.164520264,29.9408035278
8807,8807,0.17134398222,-399.092956543,-398.707946777,-400.169952393,-399.775512695,33.4852676392
8808,8808,0.15133702755,-403.671142578,-403.576263428,-404.001586914,-403.774932861,32.4571838379
8809,8809,0.158683300018,-406.028015137,-405.446472168,-408.792785645,-408.409240723,32.4697341919
8810,8810,0.127446845174,-393.465423584,-393.20703125,-394.539245605,-394.340698242,29.9726753235
8811,8811,0.144049212337,-402.222900391,-402.066497803,-403.774658203,-403.488983154,30.9402694702
8812,8812,0.178474530578,-421.850128174,-421.343048096,-424.581970215,-424.130767822,34.3650474548
8813,8813,0.146429866552,-419.740905762,-419.731628418,-420.386260986,-420.239837646,31.4179058075
8814,8814,0.126165643334,-434.200683594,-433.798400879,-436.16619873,-436.232147217,29.7102527618
8815,8815,0.12208481133,-407.222808838,-406.71786499,-409.128875732,-409.114776611,26.8833255768
8816,8816,0.108034662902,-443.922515869,-444.029571533,-444.336639404,-444.542358398,27.5428218842
8817,8817,0.170480370522,-391.166015625,-390.751495361,-392.356933594,-391.970947266,33.571811676
8818,8818,0.099942907691,-434.397888184,-434.343597412,-434.460266113,-434.601715088,26.1024093628
8819,8819,0.129735827446,-424.965148926,-424.885925293,-426.006896973,-425.89364624,30.3347396851
8820,8820,0.137423306704,-426.899902344,-426.672912598,-427.732574463,-427.65637207,30.5352191925
8821,8821,0.172856584191,-392.398010254,-391.801239014,-394.325927734,-393.881561279,33.6079940796
8822,8822,0.179067760706,-426.266418457,-426.040405273,-428.096099854,-427.765899658,33.3988075256
8823,8823,0.154318347573,-422.706481934,-422.830322266,-423.426147461,-423.162628174,34.7317810059
8824,8824,0.136984199286,-462.04019165,-461.901672363,-463.805297852,-463.857025146,31.6594524384
8825,8825,0.157504692674,-400.465148926,-400.00970459,-402.483581543,-402.220367432,32.1430702209
8826,8826,0.136195719242,-400.040985107,-399.571899414,-401.834564209,-401.611022949,29.3881912231
8827,8827,0.159995108843,-399.184814453,-399.302612305,-400.581176758,-400.247314453,33.7845115662
8828,8828,0.136897176504,-420.268096924,-419.942749023,-421.603057861,-421.476013184,30.4719753265
8829,8829,0.137789398432,-457.82901001,-457.464141846,-459.399841309,-459.256286621,30.7972393036
8830,8830,0.135654121637,-428.815338135,-428.362579346,-430.032836914,-429.950042725,30.5027828217
8831,8831,0.167067214847,-403.839752197,-403.525665283,-404.872192383,-404.499908447,33.6143569946
8832,8832,0.203105017543,-371.414672852,-371.211364746,-373.067138672,-372.540374756,35.6438865662
8833,8833,0.158174023032,-413.219482422,-413.231384277,-414.318481445,-414.083648682,30.2777347565
8834,8834,0.158980920911,-415.631225586,-415.255065918,-417.433959961,-417.170806885,33.0470352173
8835,8835,0.161597415805,-371.64175415,-371.560119629,-374.41973877,-374.038299561,30.2137069702
